1000,comment,Prequalified sentiment,Information,Opinion,Advice,Impression,Progress,Exercise,Body,Video,Length,Reviewer
739,"Lovely practice, back at it as the sun rises in my window. I went into it thinking ""Light? Will this really be light?""...but halfway I realized it really came to mental focus and belief in oneself. And this quote came in my mind ""There's a crack in everything, that is how the light comes in.""- Leonard Cohen. I decided that should be my mantra for 2017 for happiness to be allowed to seep into my heart. <3 So bring Kali on and bring the light of destruction with Shiva playing in the background! :D",0.9967233539,0.70,0.40,0.00,0.00,0.00,0.00,0.00,0.00,500,A
740,❤️❤️,-0.6970567107,0.00,0.50,0.00,0.70,0.00,0.00,0.00,0.70,4,D
741,any advice for very creaky knees?? forward bends and any lunge move where the knee is resting on the mat are very uncomfortable for me :(,-0.9989632368,-0.40,0.00,0.30,-0.20,-0.20,-0.30,-0.40,-0.20,137,J
742,is it weird that i do yoga in pj's?,-0.9953901768,0.00,0.00,0.40,0.00,0.00,0.00,0.00,0.00,35,G
743,"I'm in love with your lessons of yoga
But my English is not so good and it's hard to me do everything without image of video - I can't only listen :(",-0.99693501,-0.60,0.70,0.00,0.50,0.00,0.00,-0.30,-0.40,149,D
744,Day 2 and im already feeling great!!!! Thank you❤️,0.99981457,0.30,0.40,0.00,0.60,0.30,0.20,0.00,0.70,50,J
745,Done! Thank you Adriene.,0.9998227954,0.20,0.70,0.00,0.70,0.00,0.00,0.20,0.50,24,D
746,Namaste and thank you for sharing. x,0.999773562,0.20,0.50,0.00,0.40,0.00,0.00,0.00,0.60,36,J
747,Tried this in the evening instead of the morning. Really nice and relaxing. Thank you and Namaste.,0.9998267293,0.40,0.60,0.00,0.50,0.30,-0.30,0.00,0.00,98,E
748,"Yey! One of my resolutions this year was to continue with Yoga, and right on que you start a new wonderful challenge :3
You also always know when to say ""smile!"" Hehe, so many times I've been so gritted and focused, then you tell us to smile and suddenly the practice becomes fun and enjoyable again :)",0.999827981,0.40,0.60,0.00,0.50,0.00,0.30,0.00,-0.30,302,E
749,"Round 2 Day 2 complete, and of course, never complete as I take the practice off the mat. Feeling awesome! Thanks Adriene!",0.9981755018,0.40,0.50,0.00,0.30,0.00,0.60,0.00,0.00,122,E
750,"Thank you so much for this. I've fallen behind a bit since by school obligations keep me so busy that it's been really difficult to fit yoga in, but I think I was supposed to  since every day that I have found time has been the exact thing I needed. Thank you Adriene. Namaste.",-0.5114054084,0.50,0.30,0.00,0.40,0.20,0.00,0.00,0.00,277,E
751,i am gonna sleep like a leg baby after this ^^,-0.9983482361,0.30,0.30,0.00,0.00,0.00,0.00,0.00,0.50,46,J
752,"lol ""namaste shark fin"" :P",-0.9865649939,0.00,0.40,0.00,0.40,0.00,0.00,0.00,0.40,26,J
753,The side angle of the pose at 24:47 is super trippy haha,-0.9897817373,0.20,0.60,0.00,0.50,0.00,0.50,0.00,0.70,56,E
754,My mind s still reeling from strong emotions earlier on sooo the practice did help thks!😵😖🥴😶,0.9802470207,0.50,0.40,0.00,0.40,0.50,0.00,0.60,0.00,96,E
755,"Coming across your channel during the pandemic has definitely been a silver lining. I am so grateful to be able to practice with you, it brings me peace, joy and clarity. Thank you so much for sharing your practice with us 🤍✨",0.999884367,0.40,0.50,0.00,0.60,0.00,0.00,0.00,0.00,226,E
756,Loved the little flow between cow pose and downward dog :),0.9888062477,0.20,0.50,0.00,0.60,0.00,0.70,0.00,0.00,58,E
757,"Thanks for this day, Andriene! Do you think it is possible to relax when you have a dog in one room? :) Look what's happened https://www.youtube.com/watch?v=NgT5Lgq2d58",0.9827535152,0.50,0.50,0.60,0.40,0.00,0.00,0.00,0.30,168,E
758,"This was a perfect practice to end my day with. ""Everything is at it should be"" I am going to carry that mantra with me, and use it everyday!",0.9992400408,0.30,0.60,0.00,0.50,0.00,0.70,0.00,0.00,141,E
759,"I find that the days I really don't want to do yoga are the days I benefit from it the most. Today though,  I had no problem whatsoever touching my toes around the 17 minute mark on one side but when we did the other side I did a complete barrel roll. I laughed at myself which is something I enjoy about the practice but it's a little odd as I usually don't have much problems in these type of poses.. The foot baby cracked me up too.",0.9527718425,0.80,0.00,0.00,0.50,0.00,0.50,0.00,0.00,435,A
760,Best thing about us? Finding YWA!!😄,-0.7766027451,0.40,0.00,0.00,0.20,0.00,0.00,0.00,0.00,36,J
761,"Im sorry Adrienne, but 4 months Yoga with you, and i still hate downward facing dog 🤣",-0.987257421,0.40,-0.80,0.00,0.00,0.40,-0.80,0.00,0.00,86,D
762,is it possible that I hear her HEARTBEAT? like a permanent background rhythm? From the very beginning on? Is her mic under her shirt just on her heart :-)?),-0.9899629951,0.40,0.00,0.00,0.40,0.00,0.00,0.00,0.30,156,E
763,What did she mean when she said we're legal now? I couldn't get if off my head,-0.9949138165,0.00,0.40,0.60,0.40,0.00,0.00,0.00,0.00,78,E
764,"I love my determination, the intensity that I put in everything and how much I care about who I love.",0.9998685122,0.20,0.60,0.00,0.50,0.00,0.00,-0.40,0.00,101,E
765,I love how much I love dogs. I love how strong my legs are. I love my hair.,0.9998555183,0.30,0.60,0.00,0.40,0.00,0.00,0.80,0.00,75,E
766,"I love myself and the strength I gathers everyday to hop on the mat, my kindness and my big heart that loves unconditionally. Thanks Adriene. Hakuna Matata! Namaste",0.9998311996,0.50,0.60,0.00,0.50,0.00,0.00,0.50,0.00,164,E
767,"Share to show some love for the wonderful Adriene!!!!!
https://www.theodysseyonline.com/yoga-with-adriene-on-youtube
Wrote a quick article on why Adriene is the best. So incredibly grateful for my yoga journey and Yoga with Adriene. The transformations mentally, physically, and spiritually will change my life forever.",0.9998242259,0.70,0.30,0.00,0.00,0.00,0.00,0.00,0.00,319,E
768,I think the most difficult thing in the world is to name positive things about us. we are pretty good pointing out our faults. thanks so much for this practice today was really special because I'm able to see a change in my mind and in my soul. I love that I took the time to analize what was wrong in my life and start all over to build my life with the things that make me happy and bring peace to my life. It doesn't matter what other people say we are worth it.,0.999476254,0.40,0.30,0.00,0.00,0.00,0.00,0.00,0.60,465,A
769,I love my compassion and not to give up!,0.9997342229,0.40,0.20,0.00,0.30,0.00,0.40,0.40,0.60,40,J
770,Amen.😊,-0.7181048393,0.00,0.40,0.00,0.60,0.00,0.00,0.00,0.60,7,D
771,"I've been beating myself up today because I switched back to vegan after the holidays but was really craving a big bowl of pasta with cheese on my day off from work.  I made this beautiful trottole pasta dish mixed with sauteed veggies, tofurky sausage, vodka sauce and shaved parmesan.  but immediately after eating it I spiraled into this internal self hate dialog and I've just been sitting in it all day.  I am committed to this practice though and when I got on the mat it all melted away and I remembered again why I gave myself permission to eat the damn pasta in the first place.  because sometimes you just need a day of rest...and sometimes the shaved parmesan is the best thing for you.  Thanks for being a guru when I need one.",-0.970426023,0.50,0.00,0.20,0.50,0.00,0.00,0.00,0.30,739,A
772,Too easy today! Lol and I bet t we pay for it tomorrow! 💪🏼😆,-0.9984896183,0.20,0.30,0.00,0.50,0.00,0.20,0.00,0.00,62,E
773,"My father and his brother all suffer with crippling back pain! I started this to hopefully not have the same future for myself! I'm horribly unflexible and am awful at this but must admit I'm getting slightly better every time and have totally fallen in love with yoga and they way you teach us brilliant, please keep doing more 31 day challenges Adriene!! They might save my useless spine 👍",-0.9825481772,0.60,0.50,0.00,0.60,0.20,-0.20,0.80,0.00,392,E
774,"Last Summer  I started 30 days of Yoga With Adriene and I did not complete it. My daughter was 6 months old and I found it hard to do with all my mommy/wifey duties. This time I have completed 22 straight days of Yoga With Adriene Revolution and I feel great. (My daughter naps much longer and it really helps!) I feel so much better, my neck and upper back would ache everyday. After the fourth or fifth day I noticed a difference and I no longer feel that tired achy sensation. THANK YOU for these videos. Taking time for myself with your yoga sessions makes me feel like I am showing myself a little love. I look forward to completing these 31 days and trying your Yoga Camp immediately. This so far has become part of my daily routine. You're awesome Adriene!!! This mommy needs this time for herself.",0.998922348,0.60,0.00,0.00,0.80,0.80,0.00,0.40,0.70,805,A
775,"Something I love about myself now is that I honestly loved this practice.  Like, didn't force myself through it because I felt like should, but honestly enjoyed it.  This is a new normal for me, thanks to you Adriene!  Day 201 in my daily yoga streak, and going strong!",0.9998483658,0.50,0.60,0.00,0.60,0.60,-0.20,0.00,0.00,269,E
776,"Purrrrfect for my day 20 of breath, needed some more 😍😉 so grateful",0.9249278307,0.30,0.50,0.00,0.60,0.40,0.00,0.00,0.00,69,E
777,Thank you Adriene for your generosity and talent.  Namaste. :) <3,0.9997778535,0.00,0.60,0.00,0.30,0.00,0.00,0.00,0.00,65,E
778,a perfect way to wind down the weekend. Thank you as always Adriene. <3,0.9997687936,0.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,71,E
779,"At this current time for me in the season of Thanksgiving, I just want to say I am Thankful for you. Your bring so much light and love. Thank you for all you do =)",0.9998217225,0.30,0.60,0.00,0.50,0.00,0.00,0.00,0.00,163,E
780,namaste ;),-0.862193644,0.00,0.40,0.00,0.60,0.00,0.60,0.00,0.60,10,D
781,"Was super unmotivated and emotional today just felt exhausted and didn't wanna do this. I did it tho, I do it when I wake up because I walk 30 minutes plus a day in the evening. I normally dont eat until after the yoga but this morning I'm feeling nauseous and just sick from hunger",-0.9963962436,0.40,0.50,0.00,0.30,0.20,0.50,-0.30,0.40,282,E
782,At the very end my friends chicken started pecking at my yoga mat 😂,-0.9907692075,0.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68,E
783,What was the little thing she held up from the retreat? My eyes are too bad to see it clearly! 😆🤓,-0.9992918968,0.20,0.20,0.00,0.00,0.00,0.00,0.00,-0.30,99,E
784,"Amazing practice. Thank you, gracias, thank you.",0.9998774529,0.30,0.80,0.00,0.70,0.00,0.10,0.20,0.60,48,P
785,"Amazing practice!! It feels so good to know my body can handle so much more than ever!! Just last April I picked up yoga from this channel and started practicing daily and I could barely plank, and now when I just focus on my breath, I could stay there for probably 20-30 seconds!! I'm so proud of everyone involved in this journey and I'm so excited to stick with yoga every day this whole year!! 💖✨ namaste everyone ✨🙏🏼",0.999627471,0.70,0.00,0.00,0.60,0.00,0.30,0.00,0.20,424,A
786,Thank you Adriene <3 :-),0.999715507,0.20,0.70,0.00,0.70,0.00,0.00,0.20,0.50,24,D
787,i don t want the revolution to end it is really amazing x thank you adriene,0.9887422323,0.20,0.60,0.00,0.40,0.20,0.00,0.00,0.40,75,E
788,I'm loving this practice. Each day after the session  I highlight the day with yellow on my Google calendar.  I love seeing the calendar change! Helps keep me coming back.,0.999747932,0.30,0.60,0.00,0.50,0.60,-0.20,0.00,-0.40,171,E
789,"Standing at the top of my mat, keeping my gaze on a bare cherry tree outside the window, branches stark black against the pale winter sky... a flock of bullfinches suddenly arrived. 
Bellies red and song cheery, they made it VERY hard for me not to just smile my way through this amazing practice. But I have to admit, I didn't try very hard (at all, actually). It just felt so right.
So thank you Adriene, and the pretty bullfinches, for making my day a smiley one! #YogaRevolution #FWFG",0.9995265007,0.80,0.30,0.00,0.80,0.00,0.80,0.70,0.60,488,A
790,This was hardest 😌,-0.864150703,-0.80,0.00,0.00,-0.30,0.00,-0.90,-0.80,-0.60,19,D
791,I am impatient about a lot of things. Work. Love life. Growth.,-0.9713438153,-0.20,0.50,0.00,0.00,0.00,0.00,0.00,0.00,62,E
792,"This practice was tough for me. A lot of poses I'm really not good at. A lot of points of frustration, stuck through it though 🧘🏻‍♀️",-0.9995396137,0.40,0.30,0.00,0.20,0.40,0.70,0.00,0.00,134,E
793,You tried it with this one Adrienne. I got thru it tho 😊,-0.9248355627,0.00,0.40,0.00,0.30,0.00,0.00,0.00,0.00,57,E
794,Whoo-hoo!! Love it! Fabulous as always!,0.9998823404,0.20,0.70,0.00,0.60,0.00,0.00,0.00,0.60,39,J
795,"Loving the ""A League of Their Own"" reference today. <3 Also, each day that I say to myself, ""I'm just so tired, I want to sleep another 30 minutes,"" I end up getting myself up bright and early and am SO happy that I do. Thank you for this experience, Adriene!",0.9993786812,0.30,0.60,0.00,0.50,0.70,0.00,0.40,0.00,259,E
796,Yeah! I’m back 😊.,0.9945346117,0.60,0.00,0.00,0.40,0.40,0.00,0.00,0.00,18,D
797,"Loved this practice. Didn't know it was 47 minutes until I scrolled down to see the comments! Thank you Adriene, you're our morning sunshine 😊.",0.9998086095,0.30,0.50,0.00,0.50,0.00,0.00,0.00,0.60,144,E
798,"You may not have sang to your leg baby today, Adriene, but I did 😂",0.9503528476,0.30,0.40,0.00,0.30,0.00,0.00,0.80,0.00,67,E
799,"This is the FIRST TIME I could hold the crow for more than half a second!! Only because I was patient with myself! Thank you, Adriene <3",0.9878012538,0.40,0.30,0.00,0.60,0.00,0.40,0.50,0.00,136,E
800,"dog lovers don't eat dogs.
cat lovers don't eat cats.
animal lovers don't eat animals.

Go plant-based, everyone!",-0.8042626977,-0.20,0.70,0.00,0.00,0.00,0.00,0.00,0.00,113,E
